sup_id,name,full_name,gender,place_of_birth,first_appearance,publisher,alignment,race,height,weight,eye_color,hair_color,occupation,work_base,group_affiliation,relatives,intelligence,strength,speed,durability,power,combat,image_url
586,Shadowcat,Kitty Pryde,Female,"Deerfield, Illinois","X-Men #129 (January, 1980)",Marvel Comics,good,Mutant,5'6,50 kg,Hazel,Brown,"Teacher, Adventurer, former student","Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England","X-Men (New Charles Xavier School member), X-Men (Past) (tutor); formerly X-Men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.H.I.E.L.D., Gladiators, Excalibur (founding member), New Mutants, Knights of Wundagore","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)",88,8,21,25,69,70,https://www.superherodb.com/pictures2/portraits/10/100/122.jpg
587,Shang-Chi,Shang-Chi,Male,,"Special Marvel Edition #15 (December, 1973)",Marvel Comics,good,Human,5'10,79 kg,Brown,Black,,,"MI-5, MI-6, ""Marvel Knights"", Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers","Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",63,12,30,50,29,100,https://www.superherodb.com/pictures2/portraits/10/100/454.jpg
588,Shatterstar,Gaveedra Seven,Male,Mojoworld,New Mutants #99,Marvel Comics,good,,6'3,88 kg,Brown,Red,Warrior,,"X-Force, Blood Cadre Alliance (former member)","Longshot (father), Dazzler (mother), Mojo V",63,48,45,64,49,84,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg
589,She-Hulk,Jennifer Walters,Female,"Los Angeles, California",She-Hulk (Vol. 1) #1,Marvel Comics,good,Human,6'7,315 kg,Green,Green,"Lawyer, Magistra of the Living Tribunal","Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire","Bruce Banner (Hulk, cousin)",81,100,42,100,40,70,https://www.superherodb.com/pictures2/portraits/10/100/125.jpg
590,She-Thing,Sharon Ventura,Female,,Thing #27,Ms Marvel II,good,Human / Radiation,6'0,153 kg,Blue,No Hair,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",,"Frightful Four; formerly Fantastic Four, Unlimited Class Wrestling Federation, Thunderiders","Jack Ventura (father, deceased), Mrs. Ventura (mother, deceased)",69,72,21,80,23,65,https://www.superherodb.com/pictures2/portraits/10/100/461.jpg
591,Shocker,Herman Schultz,Male,,Amazing Spider-Man #46,Marvel Comics,bad,Human,5'9,79 kg,Brown,Brown,"Professional thief, hired assassin","New York City, New York","Formerly Masters of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve",Mr. & Mrs. Schultz (parents),63,10,23,70,79,56,https://www.superherodb.com/pictures2/portraits/10/100/19.jpg
592,Shriek,Frances Louise Barrison,Female,,,Marvel Comics,good,,5'8,52 kg,Yellow / Blue,Black,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",,Formerly Carnage Family,"Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)",50,10,23,28,45,42,https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg
593,Shrinking Violet,,Female,,,DC Comics,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg
594,Sif,Sif,Female,,"Journey into Mystery #102 (March, 1964)",Marvel Comics,good,Asgardian,6'2,191 kg,Blue,Black,,Broxton/Asgard; Formerly New York City,The Gods of Asgard,Heimdall (brother),63,90,67,80,100,70,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg
595,Silk,Cindy Moon,Female,,Amazing Spider-Man Vol 3 #4,Marvel Comics,good,Human,0 cm,0 kg,Brown,Black,"Vigilante, intern at Fact Channel News, adventurer; former student","Sims Tower, Times Square, Manhattan, New York City, New York; formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13","Black Cat's Gang, Fact Channel News; formerly Spider-Army, partner of Spider-Man, Ezekiel Sims","Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)",75,48,71,70,71,65,https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg
596,Silk Spectre,Sally Juspeczyk,Female,,,DC Comics,good,,0 cm,0 kg,,,,,"Watchmen, Minutemen",Silk Spectre II (daughter),,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg
597,Silk Spectre II,Laurie Juspeczyk,Female,,,DC Comics,good,,0 cm,0 kg,,,,,Watchmen,Silk Spectre I (mother),,51,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg
598,Silver Surfer,Norrin Radd,Male,Zenn-La,"Fantastic Four, Vol. 1 #48",Marvel Comics,good,Alien,6'4,101 kg,White,No Hair,"Adventurer, formerly Galactus' Herald",mobile throughout the universe,"Former member of Defenders, former member of the Star Masters","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",56,100,100,90,100,32,https://www.superherodb.com/pictures2/portraits/10/100/127.jpg
599,Silverclaw,Maria de Guadalupe Santiago,Female,"The village of Kamekeri, Costa Verde",Avengers #8 (1998),Marvel Comics,good,,5'2,50 kg,Brown,Black,"University student, adventurer","Empire State University and Avengers Mansion, New York City, NY","The Secret Avengers, formerly reserve member of the Avengers","Jaime Santiago (father), Peliali (mother), Edwin Jarvis (""uncle"")",50,28,35,42,34,42,https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg
600,Simon Baz,Simoon Baz,Male,"Dearborn, Michigan","The New 52: FCBD Special Edition #1 (June, 2012)",DC Comics,good,Human,0 cm,0 kg,Bown,Black,,,,"Sira Baz (sister), Farid Amar (nephew), Nazir Amar (brother in-law)",56,90,42,55,100,60,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg
601,Sinestro,Thaal Sinestro,Male,"Korugar City, Korugar",Green Lantern Vol 2 #7,DC Comics,neutral,Korugaran,6'7,92 kg,Black,Black,,"Ranx, Warworld. formerly New Korugar, Qward, Oa","Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",75,85,53,64,100,55,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg
602,Siren,Hila,Female,,"Aquaman #22 (August, 1965)",DC Comics,bad,Atlantean,5'9,72 kg,Blue,Purple,,formely Atlantis,,"Mera (twin sister), Aquaman (brother-in-law)",56,62,79,60,92,60,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg
603,Siren II,La Sirene la Bailene,Female,Atlantis,The Titans #5 (1999),DC Comics,bad,,0 cm,0 kg,Black,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg
604,Siryn,Theresa Rourke Cassidy,Female,"Cassidy Keep, County Mayo, Ireland",Spider-Woman (first series) #37,Marvel Comics,bad,,5'6,52 kg,Blue,Strawberry Blond,(current) Adventurer (former) Professional Criminal,,"(Current) X-Factor (former) Ally of Black Tom and the Juggernaut, Fallen Angels, X-Force","Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)",38,8,47,28,50,42,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg
605,Skaar,,Male,Sakaar,"World War Hulk #5, 2007",Marvel Comics,good,,6'6,180 kg,Green,Black,Warrior,,,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)",50,85,27,90,69,85,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg
606,Snake-Eyes,,Male,,"Marvel Team-Up Annual Vol 1 #7 October, 1984",Marvel Comics,bad,Animal,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg
607,Snowbird,Narya,Female,"Near Resolute Bay, Northwest Territories, Canada",Uncanny X-Men #120,Marvel Comics,good,,5'10',49 kg,White,Blond,"Goddess, adventurer, former records officer",formerly Department H,"God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight","Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",50,32,27,42,70,52,https://www.superherodb.com/pictures2/portraits/10/100/130.jpg
608,Sobek,Yurrd the Unknown,Male,Nile River; Bioengineered at Oolong Island,52 Week Twenty-Six,DC Comics,good,,0 cm,0 kg,White,No Hair,,Kahndaq,"Black Marvel Family, Four Horsemen",,50,34,23,46,20,56,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg
609,Solomon Grundy,Cyrus Gold,Male,Gotham City,"All-American Comics #61 (October, 1944)",DC Comics,bad,Zombie,9'2,437 kg,Black,White,,,"Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",9,93,13,100,92,30,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg
610,Songbird,Melissa Joan Gold,Female,"Shoshoni, Wyoming",,Marvel Comics,good,,5'5,65 kg,Green,Red / White,Adventurer; former criminal and wrestler,,"Formerly Thunderbolts, Masters of Evil, Unlimited Class Wrestling Federation, Grapplers","Mimi Gold (mother), Mr. Gold (father)",75,36,27,42,55,56,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg
611,Space Ghost,Thaddeus Bach,Male,,Space Ghost (1966),DC Comics,good,Human,6'2,113 kg,,,,,Galactic Heroes,,38,18,33,40,95,80,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg
612,Spawn,Al Simmons,Male,"Detroit, Michigan (8th level of Hell after rebirth)","Spawn #1 (May, 1992)",Image Comics,good,Demon,6'11,405 kg,Brown,Black,,Hell,"Eighth Circle of Hell; formerly (as Al Simmons) CIA (U.S. Security Service), U.S. Secret Service, U.S. Marine Corps","Wanda (widow), Cyan (widow's daughter)",75,60,50,90,100,95,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg
613,Spectre,Aztar,Male,,"More Fun Comics #52 (February, 1940)",Aztar,good,God / Eternal,0 cm,0 kg,White,No Hair,,,,,88,100,100,100,100,70,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg
614,Speedball,Robert Baldwin,Male,"Springdale, Connecticut","Amazing Spider-Man Annual #22, (chronologically) Speedball #1",Penance II,good,,0 cm,0 kg,,,"Student, superhero",Mobile; formerly New Warriors Headquarters,New Warriors,"Maddie Baldwin (mother), Justin Baldwin (father)",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/132.jpg
615,Speedy,Thea Queen,Female,Starling City,"Arrow (TV Series) - ""Pilot""",DC Comics,good,Human,0 cm,0 kg,Green,Brown,Nightclub Owner,,Team Arrow,"Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)",50,6,33,20,26,70,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg
616,Speedy,"Roy William Harper, Jr.",Male,,,Arsenal,good,Human,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg
617,Spider-Carnage,Benjamin Reilly,Male,,,Scarlet Spider,bad,Symbiote,0 cm,0 kg,,,,,,,,69,,,,,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg
618,Spider-Girl,May 'Mayday' Parker,Female,"New York City, New York","What If? Vol 2 #105 (February, 1998)",Marvel Comics,good,Human,5'7,54 kg,Blue,Brown,,"New York City, New York",,,63,38,60,65,53,75,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg
619,Spider-Gwen,Gwen Stacy,Female,,Edge of Spider-Verse #2,Marvel Comics,good,Human,5'5,56 kg,Blue,Blond,,,"Warriors of the Great Web; formerly Mary Janes, Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",75,55,63,70,66,70,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg
620,Spider-Man,Peter Parker,Male,"New York, New York",Amazing Fantasy #15,Marvel Comics,good,Human,5'10,74 kg,Hazel,Brown,"Freelance photographer, teacher","New York, New York","Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)",90,55,67,75,74,85,https://www.superherodb.com/pictures2/portraits/10/100/133.jpg
621,Spider-Man,Miguel O'Hara,,,"Amazing Spider-Man #365 (August, 1992)",Marvel Comics,good,Human,5'10,77 kg,Red,Brown,"CEO of Alchemax Corporation, Executive Assistant",,,,,57,,,,,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg
622,Spider-Man,Miles Morales,Male,,"Ultimate Comics Fallout #4 (October, 2011)",Marvel Comics,good,Human,5'2,56 kg,Brown,Black,"Student, adventurer, vigilante",,,,,58,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg
623,Spider-Woman,Jessica Drew,Female,"London, England","Marvel Spotlight #32 (February, 1977)",Marvel Comics,good,Human,5'10,59 kg,Green,Black,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",,Former agent of HYDRA,"Jonathan (father, deceased), Merriem (mother, deceased)",56,42,42,60,68,70,https://www.superherodb.com/pictures2/portraits/10/100/481.jpg
624,Spider-Woman II,,Female,,,Marvel Comics,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg
625,Spider-Woman III,Martha Franklin,Female,"Rochester, New York",(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),Marvel Comics,good,,5'8,55 kg,Brown,Brown,,,Formerly Gathering of the Five,"Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",50,48,27,42,60,28,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg
626,Spider-Woman IV,Charlotte Witter,Female,,Amazing Spider-Man Volume 2 #5 (# 446),Marvel Comics,bad,,5'10,58 kg,Red,White,"Fashion designer, professional criminal",New York City,,"Cassandra Webb (aka Madame Web, grandmother)",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/883.jpg
627,Spock,S'chn T'gai Spock,Male,,Star Trek S01E01: The Man Trap,Star Trek,good,Human-Vulcan,6'1,81 kg,Brown,Black,,,,,81,18,17,40,56,40,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg
628,Spyke,Evan Daniels,Male,,"""Speed & Spyke"" (December 9, 2000)",Marvel Comics,good,Mutant,6'0,83 kg,Brown,Blond,,,Morlocks; Formerly: X-Men,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",50,12,17,60,48,30,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg
629,Stacy X,,Female,,,Marvel Comics,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg
630,Star-Lord,Peter Jason Quill,Male,,"Marvel Preview #4 (January, 1976)",Marvel Comics,good,Human-Spartoi,6'2,79 kg,Blue,Blond,Adventurer; Royal Prince of Spartax,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5","Guardians of the Galaxy (leader); formerly unnamed commando team, United Front, Imperial Guard, partner of Ship, NASA","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",69,20,33,50,25,70,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg
631,Stardust,,Male,,,Marvel Comics,good,,0 cm,0 kg,,,Herald of Galactus,,Heralds of Galactus ; Formerly United Front,,88,85,100,110,100,85,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg
632,Starfire,Koriand'r,Female,Tamaran,"DC Comics Presents #26 (October, 1980)",DC Comics,good,Tamaranean,6'4,71 kg,Green,Auburn,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Formerly R.E.B.E.L.S., Justice League of America, Teen Titans, Outsiders","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",50,80,33,85,59,70,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg
633,Stargirl,Courtney Whitmore,Female,,"Stars and S.T.R.I.P.E. #0 (July, 1999)",DC Comics,good,Human,5'5,62 kg,Blue,Blond,,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis",Justice Society of America,"Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",63,80,25,90,87,55,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg
634,Static,Virgil Hawkins,Male,"Paris Island, Dakota City","Static #1 (June, 1993)",DC Comics,good,Mutant,5'7,63 kg,Brown,Black,Student,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City","Shadow Cabinet, Heroes, Teen Titans","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",69,8,42,50,90,40,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg
635,Steel,John Henry Irons,Male,"Washington, D.C.",Adventures of Superman #500 (1993),DC Comics,good,,6'7,131 kg,Brown,No Hair,"Weapons designer, former steelworker","Steelworks, Metropolis; formerly Jersey City and Washington D.C.",Reserve member of the Justice League of America,"Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)",81,82,53,90,64,64,https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg
636,Stephanie Powell,Stephanie Powell,Female,,No Ordinary Family S01E01 (2010),ABC Studios,good,,0 cm,0 kg,,Blond,Executive Vice President of Research at Global Tech,,,"Jim Powell (husband), Daphne Powell (daughter), JJ Powell (son)",69,10,54,10,24,10,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg
637,Steppenwolf,,Male,,The New Gods #7,DC Comics,bad,New God,6'0,91 kg,Red,Black,,,,,94,100,83,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg
638,Storm,Ororo Munroe,Female,"New York, New York","Giant-Size X-Men #1 (May, 1975)",Marvel Comics,good,Mutant,5'11,57 kg,Blue,White,Adventurer,"Xavier Institute, Salem Center, Westchester County, New York State","X-Men (Jean Grey School member, leader); formerly X-Force (Strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)",75,10,47,30,88,75,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg
639,Stormtrooper,,Male,,Star Wars: Episode IV - A New Hope (1977),George Lucas,bad,Human,6'0,0 kg,,,,,,,10,8,8,15,5,20,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg
640,Sunspot,Roberto DaCosta,Male,"Rio de Janeiro, Brazil","Marvel Graphic Novel #4 (October, 1982)",Marvel Comics,good,Mutant,5'8,77 kg,brown,black,"Adventurer, businessman","1128 Mission Street, San Francisco, California","Avengers; formerly X-Men, New Mutants, Young X-Men, X-Corporation (Los Angeles branch), MLF, X-Force, Fallen Angels, Hellfire Club, Bratpack","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)",63,63,35,25,90,70,https://www.superherodb.com/pictures2/portraits/10/100/138.jpg
641,Superboy,Kon-El / Conner Kent,Male,Project Cadmus cloning facility,"Adventures of Superman #500 (June, 1993)",DC Comics,good,,5'7,68 kg,Blue,Black,,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,"Teen Titans, Legion of Super-Heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",75,95,83,90,95,60,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg
642,Superboy-Prime,Kal-El,Male,Krypton (Earth-Prime),"DC Comics Presents #87 (November, 1985)",DC Comics,bad,Kryptonian,5'11,77 kg,Blue,Black / Blue,,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.","Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",94,100,100,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg
643,Supergirl,Kara Zor-El,Female,"Argo City, Krypton","Superman/Batman #8 (May, 2004)",DC Comics,good,Kryptonian,5'5,54 kg,Blue,Blond,"Intern, Adventurer, Student, Crime-Fighter",Metropolis,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",94,100,100,100,100,75,https://www.superherodb.com/pictures2/portraits/10/100/790.jpg
644,Superman,Clark Kent,Male,Krypton,ACTION COMICS #1,Superman Prime One-Million,good,Kryptonian,6'3,101 kg,Blue,Black,Reporter for the Daily Planet and novelist,Metropolis,"Justice League of America, The Legion of Super-Heroes (pre-Crisis as Superboy); Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El/Conner Kent, partial clone)",94,100,100,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg
645,Swamp Thing,Alec Holland,Male,,"Swamp Thing #1 (November, 1972)",DC Comics,bad,God / Eternal,0 cm,0 kg,Red,No Hair,"Planet Elemental, former Biochemist",,"formerly (Parliament of Trees; Parliament of Stones, Parliament of Flames, Parliament of Waves, and Parliament of Vapors), The Parliament of Worlds","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)",88,95,25,100,100,55,https://www.superherodb.com/pictures2/portraits/10/100/792.jpg
646,Swarm,Fritz von Meyer,Male,,"Champions #14 (July, 1977)",Marvel Comics,bad,Mutant,6'5,47 kg,Yellow,No Hair,Ph.D. in toxicology & entomology,Formerly South Africa,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",,75,18,50,90,38,35,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg
647,Sylar,Gabriel Gray,Male,,,NBC - Heroes,bad,,0 cm,0 kg,,,Timepiece restorer,"New York, NY",,Virginia Gray (mother),75,10,12,28,91,56,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg
648,Synch,Everett Thomas,Male,,X-Men #36 (1994),Marvel Comics,good,,5'11,74 kg,Brown,Black,Student,Massachusetts Academy,Generation X,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",75,67,23,28,74,56,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg
649,T-1000,Cyberdyne Systems Series 1000 Terminator,Male,,Terminator 2: Judgment Day,Dark Horse Comics,bad,Android,6'0,146 kg,,,,,Skynet,,75,34,33,100,100,75,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg
650,T-800,Cyberdyne Systems Series 800 Terminator Model 101,Male,,The Terminator (1984),Dark Horse Comics,bad,Cyborg,0 cm,176 kg,Red,,Assassin,,Skynet,,75,34,17,60,73,65,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg
651,T-850,Cyberdyne Systems Series 850 Terminator,Male,,Terminator 3: Rise of the Machines (2003),Dark Horse Comics,bad,Cyborg,0 cm,198 kg,Red,,Assassin,,Skynet,,75,80,25,90,83,75,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg
652,T-X,Cyberdyne Systems Series X Terminator,Female,,,Dark Horse Comics,bad,Cyborg,0 cm,149 kg,,,Assassin / Genesis Overseer,,Skynet,,75,63,29,85,100,80,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg
653,Taskmaster,Tony Masters,Male,,Avengers #195,Marvel Comics,bad,Human,6'2,99 kg,Brown,Brown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Bagalia; A.I.M Island, Taskmaster's Academy",,"Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",75,12,50,20,63,100,https://www.superherodb.com/pictures2/portraits/10/100/21.jpg
654,Tempest,Angel Salvadore Bohusk,Female,,"New X-Men #118 (November, 2001)",Angel Salvadore,good,,5'4,54 kg,Brown,Black,,,Formerly New Warriors; Special Class,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,38,10,45,28,66,60,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg
